CUI1,CUI2,RELA,SAB,CUI1_name,CUI2_name
C0242430,C0042024,may_treat,MED-RT,phenoxybenzamine hydrochloride,Urinary Incontinence
C0242518,C0042963,may_treat,MED-RT,thiethylperazine maleate,Vomiting
C0242524,C0030920,contraindicated_with_disease,MED-RT,tripelennamine citrate,Peptic Ulcer
C0242524,C0042109,may_treat,MED-RT,tripelennamine citrate,Urticaria
C0242525,C0011615,may_treat,MED-RT,triprolidine hydrochloride,"Dermatitis, Atopic"
C0243237,C0000737,contraindicated_with_disease,MED-RT,docusate sodium,Abdominal Pain
C0243237,C0009806,may_prevent,MED-RT,docusate sodium,Constipation
C0243237,C0009806,may_treat,MED-RT,docusate sodium,Constipation
C0243237,C0021843,contraindicated_with_disease,MED-RT,docusate sodium,Intestinal Obstruction
C0243237,C0042963,contraindicated_with_disease,MED-RT,docusate sodium,Vomiting
C0244656,C0004245,contraindicated_with_disease,MED-RT,fosphenytoin,Atrioventricular Block
C0244656,C0014544,may_treat,MED-RT,fosphenytoin,Epilepsy
C0244713,C0026769,may_treat,MED-RT,interferon beta-1b,Multiple Sclerosis
C0244714,C0018916,may_treat,MED-RT,recombinant interferon beta-1b,Hemangioma
C0244714,C0023443,may_treat,MED-RT,recombinant interferon beta-1b,Hairy Cell Leukemia
C0244714,C0026764,may_treat,MED-RT,recombinant interferon beta-1b,Multiple Myeloma
C0244714,C0026769,may_treat,MED-RT,recombinant interferon beta-1b,Multiple Sclerosis
C0244714,C0026948,may_treat,MED-RT,recombinant interferon beta-1b,Mycosis Fungoides
C0244714,C0036220,contraindicated_with_disease,MED-RT,recombinant interferon beta-1b,Kaposi Sarcoma
C0244714,C0036220,may_treat,MED-RT,recombinant interferon beta-1b,Kaposi Sarcoma
C0244714,C0036920,may_treat,MED-RT,recombinant interferon beta-1b,Sezary Syndrome
C0244714,C0040028,may_treat,MED-RT,recombinant interferon beta-1b,"Thrombocythemia, Essential"
C0244714,C0040034,may_treat,MED-RT,recombinant interferon beta-1b,Thrombocytopenia
C0244714,C0524910,may_treat,MED-RT,recombinant interferon beta-1b,"Hepatitis C, Chronic"
C0244714,C1540912,may_treat,MED-RT,recombinant interferon beta-1b,Hypereosinophilic syndrome
C0244714,C2239176,may_treat,MED-RT,recombinant interferon beta-1b,Liver carcinoma
C0244714,C3665596,may_treat,MED-RT,recombinant interferon beta-1b,Warts
C0244718,C0018801,may_treat,MED-RT,perindopril erbumine,Heart failure
C0244718,C0020428,contraindicated_with_disease,MED-RT,perindopril erbumine,Hyperaldosteronism
C0244718,C0020649,contraindicated_with_disease,MED-RT,perindopril erbumine,Hypotension
C0245109,C0003873,may_treat,MED-RT,anakinra,Rheumatoid Arthritis
C0245519,C0004623,may_prevent,MED-RT,cefditoren pivoxil,Bacterial Infections
C0245519,C0004623,may_treat,MED-RT,cefditoren pivoxil,Bacterial Infections
C0245519,C0342788,contraindicated_with_disease,MED-RT,cefditoren pivoxil,Renal carnitine transport defect
C0245561,C0003469,may_treat,MED-RT,duloxetine,Anxiety Disorders
C0245561,C1269683,may_treat,MED-RT,duloxetine,Major Depressive Disorder
C0246203,C0023895,contraindicated_with_disease,MED-RT,fluvastatin sodium,Liver diseases
C0246203,C0085605,contraindicated_with_disease,MED-RT,fluvastatin sodium,Liver Failure
C0246203,C1956346,may_prevent,MED-RT,fluvastatin sodium,Coronary Artery Disease
C0246203,C1956346,may_treat,MED-RT,fluvastatin sodium,Coronary Artery Disease
C0246330,C0023895,contraindicated_with_disease,MED-RT,tolcapone,Liver diseases
C0246330,C0035410,contraindicated_with_disease,MED-RT,tolcapone,Rhabdomyolysis
C0246415,C0027947,contraindicated_with_disease,MED-RT,docetaxel,Neutropenia
C0246415,C0040034,contraindicated_with_disease,MED-RT,docetaxel,Thrombocytopenia
C0246719,C0020598,contraindicated_with_disease,MED-RT,risedronate,Hypocalcemia
C0246836,C0036341,may_treat,MED-RT,xanomeline,Schizophrenia
C0247025,C0002940,contraindicated_with_disease,MED-RT,tirofiban,Aneurysm
C0247025,C0019087,contraindicated_with_disease,MED-RT,tirofiban,Hemorrhagic Disorders
C0247025,C0038454,may_prevent,MED-RT,tirofiban,Cerebrovascular accident
C0247025,C0151744,may_prevent,MED-RT,tirofiban,Myocardial Ischemia
C0247194,C0036341,may_treat,MED-RT,iloperidone,Schizophrenia
C0248719,C0018801,may_treat,MED-RT,telmisartan,Heart failure
C0248719,C0020428,contraindicated_with_disease,MED-RT,telmisartan,Hyperaldosteronism
C0248719,C0020649,contraindicated_with_disease,MED-RT,telmisartan,Hypotension
C0249458,C0008049,may_treat,MED-RT,valacyclovir,Chickenpox
C0249458,C0019348,may_prevent,MED-RT,valacyclovir,Herpes simplex infection
C0249458,C0019348,may_treat,MED-RT,valacyclovir,Herpes simplex infection
C0249458,C0019360,may_prevent,MED-RT,valacyclovir,Herpes zoster (disorder)
C0249458,C0019360,may_treat,MED-RT,valacyclovir,Herpes zoster (disorder)
C0249529,C0018099,may_treat,MED-RT,febuxostat,Gout
C0249582,C0020502,may_prevent,MED-RT,paricalcitol,Hyperparathyroidism
C0249582,C0020502,may_treat,MED-RT,paricalcitol,Hyperparathyroidism
C0253563,C0019087,contraindicated_with_disease,MED-RT,eptifibatide,Hemorrhagic Disorders
C0253563,C0038454,contraindicated_with_disease,MED-RT,eptifibatide,Cerebrovascular accident
C0253563,C0040034,contraindicated_with_disease,MED-RT,eptifibatide,Thrombocytopenia
C0253563,C0151744,may_prevent,MED-RT,eptifibatide,Myocardial Ischemia
C0253907,C0017412,contraindicated_with_disease,MED-RT,testosterone isocaproate,"Genital Diseases, Male"
C0253907,C0018801,contraindicated_with_disease,MED-RT,testosterone isocaproate,Heart failure
C0254119,C0026769,may_treat,MED-RT,interferon beta-1a,Multiple Sclerosis
C0254215,C0019087,contraindicated_with_disease,MED-RT,reviparin,Hemorrhagic Disorders
C0254216,C0019087,contraindicated_with_disease,MED-RT,reviparin sodium,Hemorrhagic Disorders
C0256103,C0018801,may_prevent,MED-RT,reteplase,Heart failure
C0257190,C0018801,contraindicated_with_disease,MED-RT,ivabradine,Heart failure
C0257190,C0018801,may_treat,MED-RT,ivabradine,Heart failure
C0257190,C0020649,contraindicated_with_disease,MED-RT,ivabradine,Hypotension
C0257190,C0023895,contraindicated_with_disease,MED-RT,ivabradine,Liver diseases
C0257685,C0026764,may_treat,MED-RT,zoledronic acid,Multiple Myeloma
C0257928,C0002871,may_treat,MED-RT,ferumoxsil,Anemia
C0259507,C0040034,may_treat,MED-RT,danaparoid,Thrombocytopenia
C0262960,C0042029,may_treat,MED-RT,sulfacytine,Urinary tract infection
C0278766,C0018099,may_prevent,MED-RT,allopurinol sodium,Gout
C0278766,C0018099,may_treat,MED-RT,allopurinol sodium,Gout
C0281666,C0036220,may_treat,MED-RT,alitretinoin,Kaposi Sarcoma
C0282040,C0008049,may_prevent,MED-RT,acyclovir sodium,Chickenpox
C0282040,C0008049,may_treat,MED-RT,acyclovir sodium,Chickenpox
C0282040,C0010823,may_prevent,MED-RT,acyclovir sodium,Cytomegalovirus Infections
C0282040,C0019348,may_prevent,MED-RT,acyclovir sodium,Herpes simplex infection
C0282040,C0019348,may_treat,MED-RT,acyclovir sodium,Herpes simplex infection
C0282040,C0019360,may_prevent,MED-RT,acyclovir sodium,Herpes zoster (disorder)
C0282040,C0019360,may_treat,MED-RT,acyclovir sodium,Herpes zoster (disorder)
C0282040,C0019364,may_treat,MED-RT,acyclovir sodium,Herpes Zoster Ophthalmicus
C0282042,C0020555,may_treat,MED-RT,eflornithine hydrochloride,Hypertrichosis
C0282042,C0033740,may_prevent,MED-RT,eflornithine hydrochloride,Protozoan Infections
C0282042,C0033740,may_treat,MED-RT,eflornithine hydrochloride,Protozoan Infections
C0282042,C0041228,may_treat,MED-RT,eflornithine hydrochloride,African Trypanosomiasis
C0282044,C0003811,may_treat,MED-RT,alprenolol hydrochloride,Cardiac Arrhythmia
C0282045,C0017168,may_treat,MED-RT,"aluminum hydroxide, dried (USP)",Gastroesophageal reflux disease
C0282045,C0018834,may_treat,MED-RT,"aluminum hydroxide, dried (USP)",Heartburn
C0282051,C0017601,contraindicated_with_disease,MED-RT,amphetamine sulfate,Glaucoma
C0282051,C0027404,may_treat,MED-RT,amphetamine sulfate,Narcolepsy
C0282051,C1263846,may_treat,MED-RT,amphetamine sulfate,Attention deficit hyperactivity disorder
C0282052,C0001261,may_treat,MED-RT,ampicillin sodium,Actinomycosis
C0282052,C0004623,may_prevent,MED-RT,ampicillin sodium,Bacterial Infections
C0282052,C0004623,may_treat,MED-RT,ampicillin sodium,Bacterial Infections
C0282052,C0014836,may_treat,MED-RT,ampicillin sodium,Escherichia coli Infections
C0282052,C0018081,may_treat,MED-RT,ampicillin sodium,Gonorrhea
C0282052,C0023860,may_treat,MED-RT,ampicillin sodium,Listeriosis
C0282052,C0025303,may_treat,MED-RT,ampicillin sodium,Meningococcal Infections
C0282052,C0036117,may_treat,MED-RT,ampicillin sodium,Salmonella infections
C0282052,C0042029,may_treat,MED-RT,ampicillin sodium,Urinary tract infection
C0282052,C1527298,may_treat,MED-RT,ampicillin sodium,"Dysentery, Bacillary"
C0282053,C0033774,may_treat,MED-RT,antazoline hydrochloride,Pruritus
C0282053,C0035204,may_treat,MED-RT,antazoline hydrochloride,Respiration Disorders
C0282072,C0019880,may_treat,MED-RT,betaine hydrochloride,Homocystinuria
C0282104,C0003175,may_treat,MED-RT,ciprofloxacin hydrochloride,Anthrax disease
C0282104,C0003869,may_treat,MED-RT,ciprofloxacin hydrochloride,"Arthritis, Infectious"
C0282104,C0004623,may_prevent,MED-RT,ciprofloxacin hydrochloride,Bacterial Infections
C0282104,C0004623,may_treat,MED-RT,ciprofloxacin hydrochloride,Bacterial Infections
C0282104,C0009768,may_treat,MED-RT,ciprofloxacin hydrochloride,Bacterial conjunctivitis
C0282104,C0010692,may_treat,MED-RT,ciprofloxacin hydrochloride,Cystitis
C0282104,C0011991,may_treat,MED-RT,ciprofloxacin hydrochloride,Diarrhea
C0282104,C0014836,may_treat,MED-RT,ciprofloxacin hydrochloride,Escherichia coli Infections
C0282104,C0018081,may_treat,MED-RT,ciprofloxacin hydrochloride,Gonorrhea
C0282104,C0027947,may_treat,MED-RT,ciprofloxacin hydrochloride,Neutropenia
C0282104,C0029443,may_treat,MED-RT,ciprofloxacin hydrochloride,Osteomyelitis
C0282104,C0029878,may_treat,MED-RT,ciprofloxacin hydrochloride,Otitis Externa
C0282104,C0033581,may_treat,MED-RT,ciprofloxacin hydrochloride,prostatitis
C0282104,C0033740,may_prevent,MED-RT,ciprofloxacin hydrochloride,Protozoan Infections
C0282104,C0033740,may_treat,MED-RT,ciprofloxacin hydrochloride,Protozoan Infections
C0282104,C0041466,may_treat,MED-RT,ciprofloxacin hydrochloride,Typhoid Fever
C0282104,C0042029,may_treat,MED-RT,ciprofloxacin hydrochloride,Urinary tract infection
C0282105,C0001144,may_treat,MED-RT,clindamycin hydrochloride,Acne Vulgaris
C0282105,C0004623,may_prevent,MED-RT,clindamycin hydrochloride,Bacterial Infections
C0282105,C0004623,may_treat,MED-RT,clindamycin hydrochloride,Bacterial Infections
C0282105,C0040558,may_treat,MED-RT,clindamycin hydrochloride,Toxoplasmosis
C0282105,C0085605,contraindicated_with_disease,MED-RT,clindamycin hydrochloride,Liver Failure
C0282107,C0028768,may_treat,MED-RT,clomipramine hydrochloride,Obsessive-Compulsive Disorder
C0282108,C0010200,may_treat,MED-RT,cocaine hydrochloride,Coughing
C0282119,C4316899,may_treat,MED-RT,cysteamine bitartrate,Cystinosis
C0282123,C0003811,contraindicated_with_disease,MED-RT,daunorubicin hydrochloride,Cardiac Arrhythmia
C0282123,C0018801,contraindicated_with_disease,MED-RT,daunorubicin hydrochloride,Heart failure
C0282123,C0027947,contraindicated_with_disease,MED-RT,daunorubicin hydrochloride,Neutropenia
C0282123,C0030312,contraindicated_with_disease,MED-RT,daunorubicin hydrochloride,Pancytopenia
C0282123,C0040034,contraindicated_with_disease,MED-RT,daunorubicin hydrochloride,Thrombocytopenia
C0282125,C0001144,may_treat,MED-RT,demeclocycline hydrochloride,Acne Vulgaris
C0282125,C0001261,may_treat,MED-RT,demeclocycline hydrochloride,Actinomycosis
C0282125,C0004623,may_prevent,MED-RT,demeclocycline hydrochloride,Bacterial Infections
C0282125,C0004623,may_treat,MED-RT,demeclocycline hydrochloride,Bacterial Infections
C0282125,C0008354,may_treat,MED-RT,demeclocycline hydrochloride,Cholera
C0282125,C0018081,may_treat,MED-RT,demeclocycline hydrochloride,Gonorrhea
C0282125,C0021141,may_treat,MED-RT,demeclocycline hydrochloride,Inappropriate ADH Syndrome
C0282125,C0024286,may_treat,MED-RT,demeclocycline hydrochloride,Lymphogranuloma Venereum
C0282125,C0032064,may_treat,MED-RT,demeclocycline hydrochloride,Plague
C0282125,C0032302,may_treat,MED-RT,demeclocycline hydrochloride,Mycoplasma pneumonia
C0282125,C0033740,may_prevent,MED-RT,demeclocycline hydrochloride,Protozoan Infections
C0282125,C0033740,may_treat,MED-RT,demeclocycline hydrochloride,Protozoan Infections
C0282125,C0035793,may_treat,MED-RT,demeclocycline hydrochloride,Rocky Mountain Spotted Fever
C0282125,C0040592,may_treat,MED-RT,demeclocycline hydrochloride,Trachoma
C0282125,C0041466,may_treat,MED-RT,demeclocycline hydrochloride,Typhoid Fever
C0282125,C0042029,may_treat,MED-RT,demeclocycline hydrochloride,Urinary tract infection
C0282125,C0043167,may_treat,MED-RT,demeclocycline hydrochloride,Pertussis
C0282131,C0003873,may_treat,MED-RT,diclofenac potassium,Rheumatoid Arthritis
C0282131,C0013390,may_treat,MED-RT,diclofenac potassium,Dysmenorrhea
C0282131,C0029408,may_treat,MED-RT,diclofenac potassium,Degenerative polyarthritis
C0282131,C0038013,may_treat,MED-RT,diclofenac potassium,Ankylosing spondylitis
C0282131,C0042109,contraindicated_with_disease,MED-RT,diclofenac potassium,Urticaria
C0282131,C0085636,may_treat,MED-RT,diclofenac potassium,Photophobia
C0282131,C3495559,may_treat,MED-RT,diclofenac potassium,Juvenile arthritis
C0282133,C0017601,contraindicated_with_disease,MED-RT,diethylpropion hydrochloride,Glaucoma
C0282133,C0028754,may_treat,MED-RT,diethylpropion hydrochloride,Obesity
C0282133,C0040517,contraindicated_with_disease,MED-RT,diethylpropion hydrochloride,Gilles de la Tourette syndrome
C0282138,C0004245,contraindicated_with_disease,MED-RT,diltiazem malate,Atrioventricular Block
C0282138,C0020649,contraindicated_with_disease,MED-RT,diltiazem malate,Hypotension
C0282138,C0034063,contraindicated_with_disease,MED-RT,diltiazem malate,Pulmonary Edema
C0282138,C0039240,may_treat,MED-RT,diltiazem malate,Supraventricular tachycardia
C0282140,C0000737,contraindicated_with_disease,MED-RT,docusate calcium,Abdominal Pain
C0282140,C0009806,may_prevent,MED-RT,docusate calcium,Constipation
C0282140,C0009806,may_treat,MED-RT,docusate calcium,Constipation
C0282140,C0021843,contraindicated_with_disease,MED-RT,docusate calcium,Intestinal Obstruction
C0282140,C0042963,contraindicated_with_disease,MED-RT,docusate calcium,Vomiting
C0282141,C0000737,contraindicated_with_disease,MED-RT,docusate potassium,Abdominal Pain
C0282141,C0009806,may_prevent,MED-RT,docusate potassium,Constipation
C0282141,C0009806,may_treat,MED-RT,docusate potassium,Constipation
C0282141,C0021843,contraindicated_with_disease,MED-RT,docusate potassium,Intestinal Obstruction
C0282141,C0042963,contraindicated_with_disease,MED-RT,docusate potassium,Vomiting
C0282144,C0003469,may_treat,MED-RT,diphenhydramine citrate,Anxiety Disorders
C0282144,C0037383,may_treat,MED-RT,diphenhydramine citrate,Sneezing
C0282144,C0042109,may_treat,MED-RT,diphenhydramine citrate,Urticaria
C0282145,C0011175,contraindicated_with_disease,MED-RT,diphenoxylate hydrochloride,Dehydration
C0282145,C0011991,contraindicated_with_disease,MED-RT,diphenoxylate hydrochloride,Diarrhea
C0282145,C0011991,may_prevent,MED-RT,diphenoxylate hydrochloride,Diarrhea
C0282145,C0011991,may_treat,MED-RT,diphenoxylate hydrochloride,Diarrhea
C0282145,C0022346,contraindicated_with_disease,MED-RT,diphenoxylate hydrochloride,Icterus
C0282145,C0023895,contraindicated_with_disease,MED-RT,diphenoxylate hydrochloride,Liver diseases
C0282151,C0020649,may_treat,MED-RT,dopamine hydrochloride,Hypotension
C0282151,C0036974,may_treat,MED-RT,dopamine hydrochloride,Shock
C0282151,C0042510,contraindicated_with_disease,MED-RT,dopamine hydrochloride,Ventricular Fibrillation
C0282152,C0013404,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Dyspnea
C0282152,C0014544,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Epilepsy
C0282152,C0016196,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Flail Chest
C0282152,C0018801,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Heart failure
C0282152,C0027868,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Neuromuscular Diseases
C0282152,C0032326,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Pneumothorax
C0282152,C0038454,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Cerebrovascular accident
C0282152,C1956346,contraindicated_with_disease,MED-RT,doxapram hydrochloride,Coronary Artery Disease
C0282155,C0003175,may_treat,MED-RT,doxycycline calcium,Anthrax disease
C0282155,C0008354,may_treat,MED-RT,doxycycline calcium,Cholera
C0282155,C0018190,may_treat,MED-RT,doxycycline calcium,Granuloma Inguinale
C0282155,C0023895,contraindicated_with_disease,MED-RT,doxycycline calcium,Liver diseases
C0282155,C0024530,may_prevent,MED-RT,doxycycline calcium,Malaria
C0282155,C0032064,may_treat,MED-RT,doxycycline calcium,Plague
C0282155,C0035021,may_treat,MED-RT,doxycycline calcium,Relapsing Fever
C0282155,C0035793,may_treat,MED-RT,doxycycline calcium,Rocky Mountain Spotted Fever
C0282155,C0040592,may_treat,MED-RT,doxycycline calcium,Trachoma
C0282162,C0002438,may_treat,MED-RT,emetine hydrochloride,Amebiasis
C0282179,C0017601,contraindicated_with_disease,MED-RT,fenfluramine hydrochloride,Glaucoma
C0282179,C0028754,may_treat,MED-RT,fenfluramine hydrochloride,Obesity
C0282179,C0036341,contraindicated_with_disease,MED-RT,fenfluramine hydrochloride,Schizophrenia
C0282181,C0149931,may_prevent,MED-RT,flunarizine hydrochloride,Migraine Disorders
C0282190,C0018801,contraindicated_with_disease,MED-RT,guanethidine monosulfate,Heart failure
C0282198,C0018801,may_treat,MED-RT,hydralazine hydrochloride,Heart failure
C0282198,C0035439,contraindicated_with_disease,MED-RT,hydralazine hydrochloride,Rheumatic Heart Disease
C0282198,C1956346,contraindicated_with_disease,MED-RT,hydralazine hydrochloride,Coronary Artery Disease
C0282210,C0002962,contraindicated_with_disease,MED-RT,isoproterenol hydrochloride,Angina Pectoris
C0282210,C0003811,contraindicated_with_disease,MED-RT,isoproterenol hydrochloride,Cardiac Arrhythmia
C0282210,C0018790,may_treat,MED-RT,isoproterenol hydrochloride,Cardiac Arrest
C0282210,C0040479,may_treat,MED-RT,isoproterenol hydrochloride,Torsades de Pointes
C0282210,C0042510,may_treat,MED-RT,isoproterenol hydrochloride,Ventricular Fibrillation
C0282211,C0002962,contraindicated_with_disease,MED-RT,isoproterenol sulfate,Angina Pectoris
C0282211,C0003811,contraindicated_with_disease,MED-RT,isoproterenol sulfate,Cardiac Arrhythmia
C0282211,C0018790,may_treat,MED-RT,isoproterenol sulfate,Cardiac Arrest
